id,title,content,kategori,id_pasangan
hoaks_6,[HOAKS] Taspen Umumkan Kenaikan Gaji PNS dan Pensiunan Tahun 2025,"Penjelasan: Beredar unggahan di media sosial Facebook berisi tangkapan layar sebuah artikel berisi narasi yang mengeklaim bahwa Taspen resmi menaikkan gaji Pegawai Negeri Sipil (PNS) dan pensiunan 2025. Narasi tersebut juga mengeklaim bahwa hal tersebut telah disetujui Menteri Keuangan. Faktanya, klaim tersebut adalah tidak benar. Dilansir dari akun Instagram resmi PT Taspen @taspen , pihaknya menginformasikan pemerintah belum mengeluarkan aturan resmi terkait kenaikan gaji PNS maupun pensiunan untuk tahun 2025. Taspen menegaskan besaran gaji pensiun masih mengacu pada kebijakan tahun sebelumnya, yakni Peraturan Pemerintah Nomor 5 Tahun 2024 sebagai dasar pengaturan gaji pokok ASN aktif dan Peraturan Pemerintah Nomor 8 Tahun 2024 sebagai dasar penetapan/penyesuaian pensiun pokok bagi pensiunan PNS dan janda/duda PNS, dengan kenaikan pokok sebesar ± 12 persen mulai 1 Januari 2024. Link Counter: https://turnbackhoax.id/2025/10/22/salah-taspen-umumkan-kenaikan-gaji-pns-dan-pensiunan-2025/ https://www.instagram.com/p/DP6XY_fkSmW/",hoaks,fakta_6
fakta_6,Apakah Benar PNS Susah Dipecat? Begini Penjelasannya,Kementerian Keuangan memecat pejabat Ditjen Pajak eselon III Rafael Alun Trisambodo karena pelanggaran disiplin berat seperti tidak patuh membayar pajak. PNS yang dipecat karena masalah disiplin atau hukum tidak lagi mendapat gaji dan pensiun. PNS yang hanya ditetapkan sebagai tersangka masih mendapat gaji selama menunggu keputusan banding.,fakta,hoaks_6
hoaks_7,"[HOAKS] Uang Kertas Pecahan Baru Rp3.500, Rp22.500, dan Nominal lainnya","Penjelasan : Beredar di media sosial Facebook sebuah unggahan video menampilkan banyak uang pecahan baru dari mulai dari Rp3.500, Rp22.500, Rp40.000, Rp50.000, Rp100.000, Rp175.000, dan Rp250.000 dengan narasi yang bernarasikan “Pemerintahan PRABOWO Akan mengeluarkan uang pecahan Baru, Sepertinya uang logam akan sirna”. Faktanya, klaim yang beredar tersebut adalah tidak benar. Dilansir dari saberhoaks.jabarprov.go.id, setelah menelusuri situs resmi Bank Indonesia bi.go.id, tidak ditemukan informasi terkait uang pecahan baru Rp3.500, Rp22.500, Rp40.000, Rp50.000, Rp100.000, Rp175.000, dan Rp250.000. Uang pecahan yang Bank Indonesia rilis terakhir adalah uang kertas Tahun Emisi (TE) 2022, yang diluncurkan pada 18 Agustus 2022 dengna nominal Rp1.000, Rp2.000, Rp5.000, Rp10.000, Rp20.000, Rp50.000, dan Rp100.000. Video Menteri Keuangan (Menkeu) Purbaya yang ada di dalam video tersebut identik dengan cuplikan press conference Menkeu Purbaya terkait siap tarik anggaran Makan Bergizi Gratis (MBG) jika tak terserap optimal yang disiarkan oleh kanal YouTube CNN Indonesia berjudul ""Menkeu Purbaya Siap Tarik Anggaran MBG Jika Tak Terserap Optimal"". Link Counter : https://saberhoaks.jabarprov.go.id/v2/klarifikasi/detail/PTN003853/UANG-KERTAS-PECAHAN-BARU-RP.-3.500,--RP.-22.500,-DAN-NOMINAL-LAINNYA https://www.bi.go.id/id/rupiah/gambar-uang/default.aspx https://www.youtube.com/watch?v=OwGpGx8pjLk",hoaks,fakta_7
fakta_7,"Harga Emas Antam Melesat Rp 10.000, Jadi Rp 1.064.000 per Gram","Harga emas stabil di Rp 1.064.000 per gram hari ini (14/3). Namun, harga jual kembali melonjak Rp 15.000 menjadi Rp 951.000 per gram tanpa PPh 22. Harga emas di gerai penjualan lain bisa berbeda. Harga per gram emas sesuai ukuran: 1 gramâ€”Rp 1.064.000, 5 gramâ€”Rp 5.095.000, 10 gramâ€”Rp 10.135.000, 25 gramâ€”Rp 25.212.000, 50 gramâ€”Rp 50.345.000, 100 gramâ€”Rp 100.612.000, 250 gramâ€”Rp 251.265.000, 500 gramâ€”Rp 502.320.000, dan 1.000 gramâ€”Rp 1.004.600.000.",fakta,hoaks_7
hoaks_8,[HOAKS] Tautan Cek Isi KTP Penerima Bansos Oktober 2025,"Penjelasan: Beredar unggahan di media sosial Facebook berisi tautan yang diklaim untuk mengecek KTP yang menerima bantuan sosial pada Oktober 2025. Faktanya, klaim tersebut adalah tidak benar. Dilansir situs resmi kementerian sosial kemensos.go.id , Kementerian Sosial tidak pernah membuat situs ataupun tautan terkait pendaftaran maupun pencairan bantuan sosial. Adapun penerima bantuan sosial Program Kartu Sembako/BPNT dan PKH adalah masyarakat yang telah terdaftar ke dalam Data Terpadu Kesejahteraan Sosial (DTKS), jika masyarakat layak menerima namun belum terdaftar dalam DTKS, bisa diusulkan Pemerintah Daerah atau mengajukan melalui aplikasi Cek Bansos di menu Usul-Sanggah.. Link Counter: https://kemensos.go.id/waspada-hoaks-terkait-bantuan-sosial%C2%A0",hoaks,fakta_8
fakta_8,Bansos Siap Cair! Cek Nama Kamu di Cekbansos.kemensos.go.id,"Pemerintah akan memberikan dua jenis bantuan sosial sekaligus berupa BLT dan bansos bahan pokok jelang Ramadhan kepada penerima PKH pada bulan Maret. Pemerintah juga sedang menyiapkan bantuan bahan pokok terdiri dari beras, telur, dan ayam selama tiga bulan. Penerima bantuan bisa dicek melalui situs cekbansos.kemensos.go.id dan mengajukan diri jika belum terdaftar. Masyarakat juga dapat menghubungi nomor 021-171.",fakta,hoaks_8
hoaks_9,[HOAKS] Bantuan 17 Juta Benih Ikan dari KKP,"Penjelasan : Beredar sebuah unggahan di media sosial yang membagikan informasi bantuan 17 juta benih ikan mengatasnamakan Kementerian Kelautan dan Perikanan (KKP). Faktanya, klaim bahwa informasi bantuan 17 juta benih ikan mengatasnamakan Kementerian Kelautan dan Perikanan (KKP) adalah hoaks. Dilansir dari kompas.com, akun Facebook yang menyebarkan informasi bantuan 17 juta benih ikan mengatasnamakan KKP adalah akun palsu dan tidak terafiliasi dengan KKP. Akun itu mencantumkan tautan menuju nomor WhatsApp yang mengarah ke sebuah situs yang meminta pengunjung memasukkan nama lengkap, asal provinsi, dan nomor Telegram aktif. KKP melalui akun Instagram resmi mengimbau masyarakat mewaspadai segala bentuk penipuan mengatasnamakan lembaga tersebut. Link Counter : https://www.kompas.com/cekfakta/read/2025/10/08/142800582/-hoaks-bantuan-17-juta-benih-ikan-dari-kkp https://www.kompas.com/cekfakta/read/2025/05/05/185800882/-hoaks-akun-facebook-tawarkan-bantuan-benih-ikan-dari-kkp https://www.instagram.com/kkpgoid/p/DIyi3-ayIXF/",hoaks,fakta_9
fakta_9,KKP Salurkan Bantuan Pemerintah ke 86 Kabupaten/Kota selama 2022,"Kementerian Kelautan dan Perikanan (KKP) terus mendukung program Pemulihan Ekonomi Nasional (PEN) melalui program Bantuan Pemerintah (Banper) dalam klaster ketahanan pangan dan padat karya. Total Banper pada 2022 senilai Rp 56,7 miliar telah disalurkan di 86 Kabupaten/Kota di 30 provinsi. KKP memberikan beberapa jenis bantuan seperti bantuan konservasi, pengembangan kawasan pesisir tangguh, penanaman mangrove, pengolahan produk turunan mangrove, dan lain-lain. KKP juga memastikan penerima program Kementerian Kelautan dan Perikanan merupakan peserta aktif dalam program Jaminan Kesehatan Nasional.",fakta,hoaks_9
hoaks_10,[HOAKS] Upacara Hari Kesaktian Pancasila Kembali Digelar di Era Prabowo Usai 10 Tahun Vakum,"Penjelasan : Beredar sebuah unggahan video di media sosial Facebook yang mengeklaim bahwa Presiden Prabowo sedang menjadi Inspektur upacara Hari Kesaktian Pancasila yang kembali digelar setelah 10 tahun vakum. Faktanya, unggahan tersebut adalah tidak benar atau hoaks. Dilansir dari turnbackhoax.id, setelah dilakukan pengecekan dengan mesin pencari Google dengan memasukan kata kunci ""Upacara Hari Kesaktian Pancasila era Prabowo"". Hasil penelusuran teratas mengarah ke pemberitaan setkab.go.id berjudul “Presiden Jokowi Pimpin Upacara Peringatan Hari Kesaktian Pancasila di Monumen Pancasila Sakti”. Dalam berita yang tayang Selasa, 1 Oktober 2024 itu, dilaporkan bahwa Presiden ke-7 RI Joko Widodo (Jokowi) menjadi pemimpin upacara Peringatan Hari Kesaktian Pancasila di Monumen Pancasila Sakti, Lubang Buaya, Jakarta Timur pada Selasa 1 Oktober 2024. Sepanjang penelusuran, tidak ditemukan informasi dari sumber kredibel yang membenarkan klaim bahwa upacara Hari Kesaktian Pancasila vakum selama 10 tahun. Kategori: Hoaks Link Counter : https://turnbackhoax.id/2025/10/03/salah-upacara-hari-kesaktian-pancasila-kembali-digelar-di-era-prabowo-usai-10-tahun-vakum/ https://setkab.go.id/presiden-jokowi-pimpin-upacara-peringatan-hari-kesaktian-pancasila-di-monumen-pancasila-sakti/",hoaks,fakta_10
fakta_10,Bamsoet Dorong KPU Wajibkan Legislatif Dapat Pembekalan Ideologi Pancasila,"Ketua MPR, Bambang Soesatyo, mendorong KPU agar para anggota legislatif yang terpilih pada Pemilu 2024 mendapatkan pembekalan pemahaman ideologi Pancasila dan filsafatnya. Hal ini dilakukan agar nilai-nilai Pancasila dapat diterapkan dalam mengatur penyelenggaraan negara serta mampu mencerminkan nilai-nilai Pancasila. Hal ini sangat penting karena Indonesia merupakan negara yang komposisi penduduknya sangat beragam. MPR RI akan terus memasifkan vaksinasi ideologi melalui sosialisasi Empat Pilar MPR RI.",fakta,hoaks_10
hoaks_11,[HOAKS] E-KTP Dipasang GPS untuk Pantau Keberadaan Masyarakat,"Penjelasan : Beredar unggahan video di media sosial Instagram memperlihatkan E-KTP yang disinari cahaya terlihat ada chip yang diklaim sebagai GPS untuk memantau keberadaan masyarakat. Faktanya, klaim tersebut adalah tidak benar. Dilansir dari liputan6.com, Pakar Keamanan Siber Pratama Persadha menegaskan bahwa chip dalam E-KTP tidak bisa memancarkan sinyal jauh untuk melacak keberadaan pemiliknya. Kapasitas penyimpanan chip tersebut hanya 8 kilobytes sehingga tidak mampu menyimpan data dengan kapasitas besar. Dikutip dari detik.com, Dirjen Kependudukan dan Catatan Sipil (Dukcapil) Kementerian Dalam Negeri menjelaskan chip dalam E-KTP berisikan data kependudukan yang bisa dilihat datanya dengan card reader yang bekerja sama dengan Dukcapil. Data tersebut tidak bisa terbuka tanpa adanya kerja sama antara pengguna card reader dengan Dukcapil. Kategori: Hoaks Link Counter : https://turnbackhoax.id/2025/09/30/salah-ktp-el-dipasang-gps-untuk-pantau-keberadaan-masyarakat/ https://www.liputan6.com/cek-fakta/read/4486951/cek-fakta-chip-di-e-ktp-dipasangi-gps-yang-bisa-melacak-posisi-pemiliknya-simak-faktanya?page=2 https://news.detik.com/berita/d-5371916/viral-warganet-congkel-chip-di-e-ktp-kemendagri-jelaskan-fungsi",hoaks,fakta_11
fakta_11,"Dua WNA di Bali Punya KTP Indonesia, Kini Ditahan Imigrasi","Dua WNA, MZ asal Suriah dan WN asal Ukraina memiliki KTP Indonesia dengan nama Agung Nizar Santoso dan Alexander Nur Rudi. Keduanya ditangkap dan sedang diperiksa oleh aparat hukum karena kepemilikan KTP tersebut. Dukcapil Bali telah mengajukan pemblokiran KTP tersebut dan akan memberikan sanksi kepada pegawainya yang terlibat. WN Suriah diduga mendaftar lewat online dan memakai nama I Ketut Steyer Setiawan, warga Desa Sidakarya Desa, Denpasar, Bali.",fakta,hoaks_11
hoaks_12,[HOAKS] Tautan Pendaftaran BLT UMKM 2025 Sebesar Rp15 Juta - Rp30 Juta,"Penjelasan : Beredar unggahan di media sosial berisi tautan pendaftaran Bantuan Langsung Tunai (BLT) untuk Usaha Mikro, Kecil, dan Menengah (UMKM) 2025 sebesar Rp15 juta sampai Rp30 juta. Informasi tersebut diunggah salah satu akun Facebook pada 27 September 2025. Faktanya, dikutip dari liputan6.com, klaim tautan pendaftaran BLT UMKM 2025 sebesar Rp15 juta sampai Rp30 juta, berdasarkan informasi dari Kementerian Usaha Mikro, Kecil, dan Menengah (UMKM) melalui akun Instagram resminya @kementerianumkm bahwa informasi tersebut tidak benar dan terindikasi penipuan. Kementerian UMKM mengimbau kepada Masyarakat untuk berhati-hati atas segala bentuk penipuan di media sosial, baik yang meminta mengisi data pribadi yang menggunakan tautan ataupun informasi yang menjanjikan bantuan. Semua informasi terkait Kementerian UMKM dapat diakses melalui laman resmi umkm.go.id dan seluruh kanal media sosial Kementerian UMKM yang sudah terverifikasi. Kategori: Hoaks Link Counter : https://www.liputan6.com/cek-fakta/read/6171351/cek-fakta-hoaks-link-pendaftaran-blt-umkm-2025-sebesar-rp-15-juta-30-juta?page=4 https://www.instagram.com/kementerianumkm/",hoaks,fakta_12
fakta_12,Pemerintah Optimalkan Penyaluran Pembiayaan UMKM,"Pemerintah Indonesia melihat peluang di masa pemulihan ekonomi pasca PPKM dalam pengembangan Usaha Mikro Kecil, dan Menengah (UMKM) dengan meningkatkan akses pembiayaan serta memperkuat pengembangan sektor UMKM sebagai necessary condition untuk meningkatkan pertumbuhan ekonomi Indonesia. Presiden Joko Widodo telah memberikan arahan untuk meningkatkan porsi kredit UMKM menjadi minimal 30 persen pada tahun 2024 nanti dengan berbagai bentuk kebijakan seperti KUR dan Kredit Ultra Mikro. Saat ini, kredit UMKM hanya menyumbang 21 persen dari total kredit.",fakta,hoaks_12
hoaks_13,[HOAKS] Tautan Pendaftaran Bansos PKH 2025,"Penjelasan: Beredar unggahan di media sosial berisi tautan pendaftaran bantuan sosial (bansos) Program Keluarga Harapan (PKH) 2025. Informasi tersebut diunggah salah satu akun Facebook pada 24 September 2025. Faktanya, klaim tersebut tidak benar. Dikutip dari liputan6.com , penelusuran mengarah pada artikel dari Liputan6.com berjudul ""Panduan Lengkap Cek Bansos September 2025 Online"" yang tayang pada 26 September 2025. Dalam artikel ini, masyarakat dapat memeriksa status penerimaan bansos secara daring melalui dua metode utama yang disediakan Kementerian Sosial (Kemensos). Metode pertama melalui situs resmi cekbansos.kemensos.go.id . Metode kedua melalui aplikasi ""Cek Bansos"" yang dapat diunduh di Google Play Store atau App Store. Kedua metode ini dirancang untuk memudahkan akses informasi bagi seluruh lapisan masyarakat yang berhak menerima bantuan. Link Counter: https://www.liputan6.com/cek-fakta/read/6170375/cek-fakta-tidak-benar-link-pendaftaran-bansos-pkh-2025?page=3 https://www.liputan6.com/news/read/6168741/panduan-lengkap-cek-bansos-september-2025-online",hoaks,fakta_13
fakta_13,Bansos Siap Cair! Cek Nama Kamu di Cekbansos.kemensos.go.id,"Pemerintah akan memberikan dua jenis bantuan sosial sekaligus berupa BLT dan bansos bahan pokok jelang Ramadhan kepada penerima PKH pada bulan Maret. Pemerintah juga sedang menyiapkan bantuan bahan pokok terdiri dari beras, telur, dan ayam selama tiga bulan. Penerima bantuan bisa dicek melalui situs cekbansos.kemensos.go.id dan mengajukan diri jika belum terdaftar. Masyarakat juga dapat menghubungi nomor 021-171.",fakta,hoaks_13
hoaks_14,[HOAKS] Video Kim Jong Un Prihatin dengan Korupsi di Indonesia,"Penjelasan : Beredar video di media sosial Instagram memperlihatkan Presiden Korea Utara Kim Jong Un yang diklaim mengungkapkan keprihatinan atas maraknya korupsi di Indonesia. Faktanya, klaim tersebut adalah tidak benar. Dilansir dari tempo.co, video tersebut direkayasa dari video aslinya saat Kim Jong Un berpidato soal pentingnya persiapan militer pada 6 Mei 2025. Pengunggah menambahkan narasi seakan-akan terjemahan dari kalimat yang diucapkan Kim Jong Un. Rekaman identik pernah diunggah kanal YouTube North Korea Now pada 13 Februari 2024 dengan judul “Kim orders military to prepare for the occupation of S. Korean territory”. Knal YouTube kantor berita Korea Selatan SBS 뉴스 juga menayangkan potongan video serupa pada 9 Februari 2024. Kategori: Hoaks Link Counter : https://cekfakta.tempo.co/fakta/3848/keliru-video-kim-jong-un-prihatin-dengan-korupsi-di-indonesia https://www.youtube.com/watch?v=t9rks29eII4 https://www.youtube.com/watch?v=edK5ymbUVVI",hoaks,fakta_14
fakta_14,Korut Siap Perang! Ini Titah Kim Jong Un,Kim Jong-un memerintahkan militer Korea Utara untuk meningkatkan latihan guna mengantisipasi perang nyata dan presiden Korea Selatan Yoon Suk Yeol akan meningkatkan latihan gabungan dengan AS serta perencanaan bersama untuk melawan ancaman nuklir dan rudal Korut. Korea Utara dituding menembakkan rudal balistik jarak pendek di lepas pantai baratnya. Pencegahan perang dan inisiatif dalam perang menjadi dua misi strategis yang harus dijalankan dengan terus mengintensifkan latihan simulasi untuk perang nyata.,fakta,hoaks_14
hoaks_15,[HOAKS] Tautan WhatsApp Pendaftaran Pendamping Lokal Desa 2025,"Penjelasan : Beredar unggahan di media sosial berisi yang mengeklaim Kementerian Desa Dan Pembangunan Daerah Tertinggal (Kemendesa) membuka lowongan kerja Pendamping Lokal Desa 2025 dan terdapat tautan nomor WhatsApp untuk pendaftaran tersebut. Faktanya, klaim tersebut tidak benar. Dikutip dari liputan6.com, penelusuran mengarah pada artikel dari antaranewa.com yang berjudul “Kemendes tegaskan belum ada rekrutmen pendamping desa”. Dalam artikel tersebut, Kementerian Desa dan Pembangunan Daerah Tertinggal (Kemendesa PDT) menegaskan hingga saat ini belum ada jadwal pelaksanaan pengadaan atau rekrutmen tenaga pendamping profesional (TPP) se-Indonesia. Kepala Pusat Pengembangan Pemberdayaan Masyarakat Desa dan Daerah Tertinggal, Badan Pengembangan Sumber Daya Manusia dan Pemberdayaan Masyarakat Desa dan Daerah Tertinggal Kemendes PDT Hasman Ma’ani, mengatakan informasi yang beredar di masyarakat terkait rekrutmen tersebut tidak benar alias hoaks. Hasman Ma’ani menegaskan apabila nantinya telah ada ketetapan anggaran dan jadwal rekrutmen resmi, pelaksanaannya tidak dipungut biaya sedikit pun. Pendaftaran Pendamping Lokal Desa biasanya dilakukan melalui situs resmi Kemendesa atau tautan rekrutmenpld.kemendesa.go.id. Kategori: Hoaks Link Counter : https://www.liputan6.com/cek-fakta/read/6169411/cek-fakta-tidak-benar-link-whatsapp-pendaftaran-pendamping-lokal-desa-2025?page=3 https://www.antaranews.com/berita/5135557/kemendes-tegaskan-belum-ada-rekrutmen-pendamping-desa",hoaks,fakta_15
fakta_15,FAO Sebut Desa-desa di Jawa Barat telah Banyak Gunakan Inovasi Digital,"FAO dan IPB mengumumkan hasil survei Desa Digital di Indonesia, khususnya Jawa Barat dengan digitalisasi desa-desa terbilang cukup progresif, dimana e-governance merupakan jenis inovasi yang paling banyak diterapkan di desa-desa. Selain keempat sektor tersebut, terdapat pula digitalisasi dalam kegiatan komunitas dan ekonomi, smart farming, sistem informasi, pemasaran pangan pertanian, e-commerce, layanan sosial, layanan keuangan, dan infrastruktur lokal. Proyek 1000 Digital Village Initiative diluncurkan untuk mendukung pembangunan pedesaan yang inklusif serta transformasi sistem pertanian pangan berkelanjutan untuk memenuhi tujuan SDG 2030.",fakta,hoaks_15
